application_number,examiner_id,au,app_filing_date,app_last_action_date,app_disposal_type,gender,race,examiner_earliest_date,processing_time,au_group,tenure,latest_action_date_x,latest_action_date_y,latest_action_date,degree,betweenness,closeness,degree_weighted_by_tenure,app_proc_time,num_applications
13122597,62160.0,162,2011-06-20,2014-10-15,ISS,female,Asian,2000-01-10,1213,162,5392,2017-05-23,2014-10-15,2014-10-15,,,,,1213,2
11442804,62095.0,179,2006-05-30,2009-07-10,ABN,male,white,2004-12-15,1137,179,1981,2017-05-23,2010-05-19,2010-05-19,,,,,1450,2
13395606,62475.0,162,2012-05-25,2015-08-12,ISS,female,white,2005-06-28,1174,162,4313,2017-05-20,2017-04-19,2017-04-19,,,,,1790,2
14968931,65135.0,179,2015-12-15,2017-02-23,PEND,female,white,2000-05-03,436,179,6140,2017-05-17,2017-02-23,2017-02-23,,,,,436,2
10567998,93553.0,179,2006-02-10,2007-11-21,ABN,male,Asian,2000-01-21,649,179,5329,2017-05-19,2014-08-24,2014-08-24,0.007042253521126761,0.0,0.1173828686404139,6036.0,3117,1
12402259,97520.0,162,2009-03-11,2011-11-08,ABN,female,white,2002-02-25,972,162,4382,2017-05-22,2014-02-24,2014-02-24,0.007042253521126761,0.0,0.009389671361502348,4249.0,1811,6
11866112,75563.0,179,2007-10-02,2009-02-11,ISS,female,white,2000-01-06,498,179,5970,2017-05-23,2016-05-11,2016-05-11,,,,,3144,3
14686535,99368.0,162,2015-04-14,2016-02-03,ISS,male,white,2003-03-31,295,162,4692,2017-05-22,2016-02-03,2016-02-03,,,,,295,2
12992270,96069.0,162,2011-02-24,2012-07-02,ABN,male,white,2004-07-28,494,162,3724,2017-05-18,2014-10-08,2014-10-08,,,,,1322,3
11898694,70248.0,179,2007-09-14,2014-10-10,ISS,female,white,2000-01-12,2583,179,5385,2017-05-23,2014-10-10,2014-10-10,0.007042253521126761,0.0,0.007042253521126761,2281.0,2583,1
13587982,92869.0,162,2012-08-17,2014-02-21,ABN,female,white,2002-07-08,553,162,4523,2017-05-19,2014-11-25,2014-11-25,,,,,830,5
11938940,65530.0,179,2007-11-13,2010-05-12,ISS,female,Asian,2000-01-03,911,179,6054,2017-05-18,2016-07-31,2016-07-31,,,,,3183,1
11661759,72103.0,179,2007-03-02,2009-12-22,ABN,male,Asian,2005-02-22,1026,179,4180,2017-05-20,2016-08-03,2016-08-03,,,,,3442,1
12531394,93677.0,162,2009-09-15,2013-05-22,ISS,male,white,2000-01-04,1345,162,6186,2017-11-08,2016-12-11,2016-12-11,,,,,2644,4
12665045,88110.0,162,2009-12-17,2013-01-16,ISS,female,white,2000-01-11,1126,162,6292,2017-05-23,2017-04-03,2017-04-03,,,,,2664,10
11476885,66251.0,179,2006-06-29,2015-02-27,ISS,female,white,2003-03-14,3165,179,4368,2017-04-14,2015-02-27,2015-02-27,0.02112676056338028,0.009578705847809831,0.15103091194871637,13104.0,3165,4
11234013,72666.0,179,2005-09-23,2016-06-03,ISS,male,white,2000-01-03,3906,179,5996,2017-05-20,2016-06-03,2016-06-03,0.02112676056338028,0.004894615922485267,0.0848968348838418,14690.0,3906,2
13258262,69780.0,179,2011-09-21,2016-12-14,ISS,female,white,2002-10-21,1911,179,5168,2017-05-19,2016-12-14,2016-12-14,0.007042253521126761,0.0,0.10363532546631138,5168.0,1911,2
11456124,99249.0,179,2006-07-07,2009-11-08,ABN,female,white,2000-01-06,1220,179,5179,2017-05-19,2014-03-12,2014-03-12,,,,,2805,3
11720176,66251.0,179,2007-11-13,2015-02-13,ISS,female,white,2003-03-14,2649,179,4368,2017-04-14,2015-02-27,2015-02-27,0.02112676056338028,0.009578705847809831,0.15103091194871637,13104.0,2663,4
11500700,65928.0,179,2006-08-08,2012-08-29,ISS,female,white,2000-04-11,2213,179,4523,2017-05-19,2012-08-29,2012-08-29,,,,,2213,1
13151925,60302.0,162,2011-06-02,2012-06-20,ISS,male,white,2003-05-20,384,162,3319,2017-05-23,2012-06-20,2012-06-20,,,,,384,1
13039194,66180.0,162,2011-03-02,2013-05-07,ABN,male,white,2006-12-27,797,162,2323,2017-05-19,2013-05-07,2013-05-07,,,,,797,1
11764172,90096.0,162,2007-06-15,2008-10-23,ABN,male,Hispanic,2000-01-05,496,162,6342,2017-05-18,2017-05-17,2017-05-17,,,,,3624,4
13707130,97819.0,162,2012-12-06,2015-07-29,ISS,male,white,2004-09-29,965,162,3955,2017-05-22,2015-07-29,2015-07-29,,,,,965,4
10708186,77915.0,179,2004-02-13,2010-02-16,ABN,male,white,2000-01-13,2195,179,6130,2017-05-23,2016-10-25,2016-10-25,,,,,4638,2
13606691,95446.0,162,2012-09-07,2013-11-13,ISS,male,white,2002-03-27,432,162,4249,2017-04-28,2013-11-13,2013-11-13,0.014084507042253521,9.989012086704625e-05,0.014084507042253521,8498.0,432,2
10657483,69209.0,179,2003-09-08,2016-08-19,ISS,male,white,2000-01-05,4729,179,6071,2017-05-23,2016-08-19,2016-08-19,,,,,4729,3
10062724,99578.0,162,2002-02-05,2002-07-03,ISS,male,white,2000-01-05,148,162,4702,2017-02-24,2012-11-19,2012-11-19,,,,,3940,2
11596816,97560.0,179,2006-11-17,2009-12-30,ISS,female,Asian,2000-01-04,1139,179,4157,2017-05-05,2011-05-23,2011-05-23,0.007042253521126761,0.0,0.009389671361502348,2162.0,1648,3
10927437,69464.0,179,2004-08-25,2008-04-21,ABN,male,Asian,2000-04-19,1335,179,3876,2017-04-07,2010-11-29,2010-11-29,0.007042253521126761,0.0,0.007042253521126761,3876.0,2287,1
11763410,93677.0,162,2007-06-14,2010-01-25,ABN,male,white,2000-01-04,956,162,6186,2017-11-08,2016-12-11,2016-12-11,,,,,3468,4
12486361,68339.0,162,2009-06-17,2012-04-11,ISS,female,white,2003-03-13,1029,162,5055,2017-05-23,2017-01-13,2017-01-13,0.007042253521126761,0.0,0.007042253521126761,6341.0,2767,2
11462851,99721.0,162,2006-08-07,2010-04-14,ISS,female,white,2000-01-21,1346,162,5964,2017-05-19,2016-05-20,2016-05-20,,,,,3574,5
12226222,77348.0,162,2008-10-10,2012-01-26,ABN,female,white,2000-01-03,1203,162,5352,2017-04-14,2014-08-29,2014-08-29,0.007042253521126761,0.0,0.009389671361502348,2078.0,2149,4
13522081,87663.0,162,2012-08-17,2016-02-09,ABN,female,Hispanic,2004-01-30,1271,162,4393,2017-05-19,2016-02-09,2016-02-09,,,,,1271,2
11683597,72955.0,179,2007-03-08,2010-04-15,ABN,male,Asian,2005-12-16,1134,179,1581,2017-05-23,2010-04-15,2010-04-15,,,,,1134,1
09551642,61926.0,162,2000-04-18,2014-03-07,ISS,male,white,2000-01-12,5071,162,5168,2015-02-20,2014-03-07,2014-03-07,,,,,5071,1
13138292,75198.0,179,2011-09-21,2016-08-05,ABN,male,white,2005-04-22,1780,179,4228,2017-05-19,2016-11-18,2016-11-18,,,,,1885,2
11511981,59632.0,162,2006-08-28,2015-09-11,ISS,female,white,2000-01-18,3301,162,6203,2017-05-23,2017-01-11,2017-01-11,,,,,3789,3
10723536,97187.0,179,2003-11-24,2009-04-08,ISS,male,white,2000-01-19,1962,179,6048,2017-05-19,2016-08-10,2016-08-10,0.007042253521126761,0.0,0.09680382434861623,5146.0,4643,2
10565148,97588.0,179,2006-01-19,2008-10-23,ABN,female,white,2004-01-13,1008,179,1745,2016-10-28,2008-10-23,2008-10-23,,,,,1008,1
14740808,64624.0,162,2015-06-16,2016-12-07,ISS,male,white,2007-07-18,540,162,3579,2017-05-19,2017-05-05,2017-05-05,,,,,689,2
12720803,92121.0,162,2010-03-10,2013-12-29,ABN,female,white,2003-07-09,1390,162,3826,2017-05-22,2013-12-29,2013-12-29,,,,,1390,1
10555061,60321.0,162,2005-10-28,2013-06-21,ISS,male,white,2001-03-16,2793,162,5570,2017-05-23,2016-06-15,2016-06-15,,,,,3883,4
12038597,96267.0,179,2008-02-27,2010-06-09,ISS,male,Hispanic,2005-10-14,833,179,4156,2017-05-23,2017-03-01,2017-03-01,,,,,3290,1
13135178,94609.0,162,2011-06-27,2013-02-20,ABN,male,white,2006-11-21,604,162,3815,2017-05-20,2017-05-02,2017-05-02,,,,,2136,4
10551552,61141.0,179,2006-01-17,2010-09-29,ABN,female,white,2003-11-24,1716,179,4879,2017-05-19,2017-04-03,2017-04-03,,,,,4094,1
10603279,74579.0,179,2003-06-25,2009-04-15,ISS,male,Asian,2001-02-09,2121,179,5108,2017-05-23,2015-02-04,2015-02-04,0.035211267605633804,0.03156527819398662,0.16051424828037994,26281.0,4242,3
14710469,60872.0,162,2015-05-12,2016-12-27,ABN,male,white,2003-09-04,595,162,4863,2017-05-19,2016-12-27,2016-12-27,,,,,595,2
11786817,99587.0,179,2007-04-13,2009-06-03,ISS,male,white,2000-01-14,782,179,5093,2017-05-23,2013-12-24,2013-12-24,,,,,2447,1
10113907,99518.0,179,2002-03-29,2009-12-29,ABN,male,white,2000-01-11,2832,179,5174,2017-05-23,2014-03-12,2014-03-12,0.04225352112676056,0.05816919570290861,0.14972044850447586,31044.0,4366,1
12074568,94163.0,179,2008-03-05,2009-06-25,ABN,male,white,2004-03-10,477,179,3579,2017-05-23,2013-12-27,2013-12-27,,,,,2123,2
11055248,72941.0,162,2005-02-10,2017-03-31,ISS,female,Asian,2002-07-26,4432,162,5411,2017-05-19,2017-05-19,2017-05-19,,,,,4481,4
10505713,71510.0,162,2004-08-24,2009-03-16,ABN,female,white,2003-06-03,1665,162,2113,2017-05-19,2009-03-16,2009-03-16,,,,,1665,1
11449429,98163.0,179,2006-06-08,2010-01-12,ABN,male,Asian,2000-01-11,1314,179,5846,2017-05-23,2016-01-13,2016-01-13,,,,,3506,2
12237014,93313.0,162,2008-09-24,2010-12-22,ISS,male,white,2000-10-06,819,162,4639,2017-05-19,2013-06-19,2013-06-19,,,,,1729,6
11606137,93014.0,179,2006-11-30,2010-08-20,ABN,male,Asian,2003-05-28,1359,179,4401,2017-05-19,2015-06-15,2015-06-15,,,,,3119,1
13864457,65536.0,162,2013-04-17,2015-07-08,ISS,female,Asian,2000-01-07,812,162,6158,2017-05-22,2016-11-16,2016-11-16,,,,,1309,5
10243768,61600.0,162,2002-09-16,2014-05-02,ISS,male,white,2001-03-06,4246,162,4805,2017-05-12,2014-05-02,2014-05-02,,,,,4246,3
12384146,82563.0,179,2009-04-01,2010-02-24,ISS,male,white,2000-01-05,329,179,5523,2017-05-22,2015-02-18,2015-02-18,0.007042253521126761,0.0,0.14843253066787823,6216.0,2149,1
12214597,68311.0,162,2008-06-20,2010-11-04,ABN,male,white,2001-02-14,867,162,5857,2017-05-19,2017-02-27,2017-02-27,,,,,3174,3
14873858,66738.0,179,2015-10-02,2016-10-04,PEND,female,white,2005-02-22,368,179,4467,2017-05-19,2017-05-17,2017-05-17,,,,,593,3
12939527,97520.0,162,2010-11-04,2012-12-22,ISS,female,white,2002-02-25,779,162,4382,2017-05-22,2014-02-24,2014-02-24,0.007042253521126761,0.0,0.009389671361502348,4249.0,1208,6
10734426,63188.0,179,2003-12-12,2008-04-28,ABN,male,white,2000-01-03,1599,179,3787,2015-12-24,2010-05-17,2010-05-17,0.014084507042253521,0.0,0.13943661971830987,9978.0,2348,2
11879996,97637.0,162,2007-07-19,2009-08-19,ISS,female,white,2000-01-03,762,162,3516,2017-03-10,2009-08-19,2009-08-19,,,,,762,2
12182524,96654.0,179,2008-07-30,2013-11-01,ABN,male,white,2004-05-26,1920,179,3446,2015-10-07,2013-11-01,2013-11-01,,,,,1920,2
14549777,98205.0,162,2014-11-21,2016-12-14,ISS,male,white,2000-01-03,754,162,6190,2017-05-22,2016-12-14,2016-12-14,,,,,754,3
10943315,61417.0,162,2004-09-17,2005-09-15,ABN,female,white,2000-01-07,363,162,2078,2017-05-19,2005-09-15,2005-09-15,0.014084507042253521,9.989012086704625e-05,0.014084507042253521,4156.0,363,3
10624419,70017.0,162,2003-07-22,2013-08-09,ISS,female,Asian,2000-01-10,3671,162,4960,2017-03-24,2013-08-09,2013-08-09,,,,,3671,2
14793829,81959.0,162,2015-07-08,2016-03-23,ISS,male,white,2000-01-07,259,162,6341,2017-05-23,2017-05-18,2017-05-18,0.02112676056338028,0.0,0.007042253521126761,12682.0,680,3
11138726,97520.0,162,2005-05-26,2007-02-28,ISS,female,white,2002-02-25,643,162,4382,2017-05-22,2014-02-24,2014-02-24,0.007042253521126761,0.0,0.009389671361502348,4249.0,3196,6
13679840,95721.0,179,2012-11-16,2016-01-06,ABN,female,white,2004-01-27,1146,179,4362,2017-05-23,2016-01-06,2016-01-06,,,,,1146,1
11029774,75606.0,179,2005-01-05,2009-04-01,ISS,male,white,2000-01-06,1547,179,6168,2017-05-20,2016-11-25,2016-11-25,,,,,4342,2
11185766,96714.0,179,2005-07-13,2009-08-03,ABN,male,white,2002-05-13,1482,179,2639,2017-05-23,2009-08-03,2009-08-03,,,,,1482,1
11709183,63428.0,179,2007-02-21,2009-11-04,ISS,male,Hispanic,2002-08-01,987,179,2652,2017-05-22,2009-11-04,2009-11-04,,,,,987,1
10505468,65962.0,162,2004-08-20,2008-05-22,ABN,male,Asian,2001-02-05,1371,162,5876,2017-05-19,2017-03-09,2017-03-09,0.007042253521126761,0.0,0.009389671361502348,4479.0,4584,1
15122977,88110.0,162,2016-09-01,2017-04-03,PEND,female,white,2000-01-11,214,162,6292,2017-05-23,2017-04-03,2017-04-03,,,,,214,10
14901940,60397.0,179,2015-12-29,2017-05-23,PEND,male,white,2000-01-06,511,179,6347,2017-05-23,2017-05-23,2017-05-23,,,,,511,2
10580011,88110.0,162,2006-05-19,2016-09-09,ISS,female,white,2000-01-11,3766,162,6292,2017-05-23,2017-04-03,2017-04-03,,,,,3972,10
11214363,60400.0,179,2005-08-29,2009-04-23,ABN,female,Asian,2000-01-14,1333,179,5859,2017-05-22,2016-01-29,2016-01-29,0.007042253521126761,0.0,0.009389671361502348,5609.0,3805,1
11543248,69209.0,179,2006-10-04,2009-11-04,ABN,male,white,2000-01-05,1127,179,6071,2017-05-23,2016-08-19,2016-08-19,,,,,3607,3
10656684,78379.0,179,2003-09-05,2009-07-22,ISS,male,white,2001-11-30,2147,179,2791,2017-05-12,2009-07-22,2009-07-22,,,,,2147,1
12941682,72919.0,162,2010-11-08,2012-11-01,ABN,male,white,2002-01-14,724,162,3944,2017-05-19,2012-11-01,2012-11-01,,,,,724,1
10903946,92715.0,179,2004-07-30,2016-10-21,ISS,male,white,2000-01-07,4466,179,6132,2017-05-19,2016-10-21,2016-10-21,,,,,4466,3
11484931,95010.0,179,2006-07-12,2009-09-02,ISS,female,white,2003-12-08,1148,179,4286,2017-05-23,2015-09-02,2015-09-02,0.007042253521126761,0.0,0.007042253521126761,4286.0,3339,1
15254944,68166.0,162,2016-09-01,2017-04-18,PEND,female,Asian,2000-01-11,229,162,6307,2017-05-22,2017-04-18,2017-04-18,0.007042253521126761,0.0,0.009389671361502348,4249.0,229,3
13522767,59447.0,179,2012-11-16,2017-04-13,PEND,female,white,2001-12-04,1609,179,5609,2017-05-23,2017-04-13,2017-04-13,0.014084507042253521,9.989012086704625e-05,0.014084507042253521,11218.0,1609,2
12374486,97520.0,162,2009-01-21,2012-02-25,ABN,female,white,2002-02-25,1130,162,4382,2017-05-22,2014-02-24,2014-02-24,0.007042253521126761,0.0,0.009389671361502348,4249.0,1860,6
11573468,86683.0,179,2007-02-09,2010-08-09,ABN,male,white,2004-01-15,1277,179,4547,2017-05-18,2016-06-27,2016-06-27,,,,,3426,1
10511593,86201.0,179,2005-06-21,2007-12-06,ABN,male,white,2000-01-05,898,179,6259,2017-05-23,2017-02-23,2017-02-23,0.014084507042253521,0.06432923783837778,0.1304747197742219,9924.0,4265,1
10562007,92143.0,179,2005-12-23,2009-09-21,ABN,female,white,2000-03-06,1368,179,6036,2017-05-19,2016-09-14,2016-09-14,0.04225352112676056,0.03359486383160342,0.14085944236849668,36216.0,3918,1
12295306,69010.0,162,2008-09-30,2015-10-23,ISS,male,white,2000-01-19,2579,162,5756,2017-04-28,2015-10-23,2015-10-23,,,,,2579,2
14898205,80908.0,179,2015-12-14,2016-03-30,PEND,male,white,2004-02-03,107,179,4700,2017-05-23,2016-12-16,2016-12-16,0.014084507042253521,0.009789231844970533,0.0861686975787308,9400.0,368,1
13055472,95446.0,162,2011-01-24,2013-09-18,ISS,male,white,2002-03-27,968,162,4249,2017-04-28,2013-11-13,2013-11-13,0.014084507042253521,9.989012086704625e-05,0.014084507042253521,8498.0,1024,2
11216485,98045.0,179,2005-08-31,2008-06-30,ABN,male,white,2004-03-18,1034,179,1642,2017-05-12,2008-09-15,2008-09-15,0.035211267605633804,0.11836979322744981,0.15202891356952286,8210.0,1111,2
13023257,93313.0,162,2011-02-08,2012-04-11,ISS,male,white,2000-10-06,428,162,4639,2017-05-19,2013-06-19,2013-06-19,,,,,862,6
11375789,63577.0,179,2006-03-15,2009-06-08,ABN,male,white,2001-04-09,1181,179,2982,2017-05-19,2009-06-08,2009-06-08,0.02112676056338028,0.010474041325105156,0.14028684300927516,8946.0,1181,1
12742904,97520.0,162,2010-09-23,2014-02-24,ABN,female,white,2002-02-25,1250,162,4382,2017-05-22,2014-02-24,2014-02-24,0.007042253521126761,0.0,0.009389671361502348,4249.0,1250,6
11033887,62024.0,179,2005-01-13,2008-03-05,ISS,male,white,2002-12-11,1147,179,1911,2016-08-26,2008-03-05,2008-03-05,0.007042253521126761,0.0,0.007042253521126761,4549.0,1147,1
10485515,68166.0,162,2004-02-02,2011-06-27,ISS,female,Asian,2000-01-11,2702,162,6307,2017-05-22,2017-04-18,2017-04-18,0.007042253521126761,0.0,0.009389671361502348,4249.0,4824,3
15037240,62661.0,162,2016-05-17,2016-07-16,PEND,female,white,2000-03-10,60,162,6249,2017-05-23,2017-04-19,2017-04-19,,,,,337,5
13061239,65537.0,162,2011-02-28,2015-02-25,ISS,male,white,2003-01-10,1458,162,4429,2017-05-23,2015-02-25,2015-02-25,0.007042253521126761,0.0,0.007042253521126761,5963.0,1458,3
11137514,69680.0,179,2005-05-26,2008-03-27,ABN,male,Asian,2004-04-05,1036,179,1452,2016-11-25,2008-03-27,2008-03-27,0.014084507042253521,0.008708753704258648,0.14085944236849668,2904.0,1036,1
11153686,69539.0,179,2005-06-15,2008-04-23,ISS,male,Asian,2000-01-07,1043,179,5117,2017-05-23,2014-01-10,2014-01-10,,,,,3131,2
12764550,60764.0,162,2010-04-21,2012-10-05,ABN,female,white,2004-04-16,898,162,3542,2017-05-22,2013-12-27,2013-12-27,,,,,1346,3
13738410,65888.0,162,2013-01-10,2015-11-24,ISS,female,white,2004-12-09,1048,162,4002,2017-05-23,2015-11-24,2015-11-24,,,,,1048,2
11007151,66786.0,162,2004-12-08,2007-11-13,ABN,male,white,2000-01-11,1070,162,6077,2017-05-22,2016-08-31,2016-08-31,,,,,4284,1
12042772,85940.0,179,2008-03-05,2010-01-19,ABN,female,white,2003-08-27,685,179,4655,2017-05-23,2016-05-25,2016-05-25,,,,,3003,1
15216066,71762.0,179,2016-07-21,2016-11-08,PEND,female,Asian,2000-03-15,110,179,6082,2017-05-18,2016-11-08,2016-11-08,0.02112676056338028,0.07517745631320699,0.17974251760563378,17619.0,110,1
10891395,60593.0,179,2004-07-14,2007-11-19,ABN,female,white,2003-05-06,1223,179,1658,2016-07-08,2007-11-19,2007-11-19,,,,,1223,1
13429755,73094.0,162,2012-03-26,2014-02-05,ISS,male,white,2000-01-18,681,162,5409,2017-05-23,2014-11-09,2014-11-09,,,,,958,2
11572948,98771.0,162,2007-01-30,2010-10-10,ABN,male,white,2003-02-14,1349,162,5208,2017-05-22,2017-05-19,2017-05-19,,,,,3762,4
15118507,60837.0,179,2016-08-12,2017-04-17,PEND,female,white,2000-03-22,248,179,6235,2017-05-20,2017-04-17,2017-04-17,0.02112676056338028,0.0295820052487718,0.14172715967261473,18705.0,248,2
09841738,96388.0,162,2001-04-24,2014-06-06,ISS,male,white,2000-01-10,4791,162,5261,2016-11-10,2014-06-06,2014-06-06,,,,,4791,2
12863775,93677.0,162,2010-07-21,2011-11-09,ISS,male,white,2000-01-04,476,162,6186,2017-11-08,2016-12-11,2016-12-11,,,,,2335,4
11074931,95065.0,179,2005-03-09,2009-09-23,ISS,male,white,2000-01-07,1659,179,4282,2017-05-12,2011-09-28,2011-09-28,0.007042253521126761,0.0,0.007042253521126761,4286.0,2394,2
11075803,93896.0,179,2005-03-10,2012-12-24,ISS,female,white,2002-05-21,2846,179,5455,2017-05-23,2017-04-27,2017-04-27,0.06338028169014084,0.12277183409937376,0.18604077293952392,49095.0,4431,3
11357845,72165.0,179,2006-02-21,2009-06-21,ABN,male,white,2000-01-07,1216,179,6256,2017-05-23,2017-02-22,2017-02-22,,,,,4019,2
14232915,96527.0,162,2014-01-15,2017-01-04,ISS,female,white,2002-01-29,1085,162,5454,2017-05-19,2017-01-04,2017-01-04,,,,,1085,2
11535790,74331.0,179,2006-09-27,2009-05-27,ISS,female,white,2001-10-16,973,179,5496,2017-05-17,2016-11-02,2016-11-02,,,,,3689,1
12473921,61913.0,162,2009-05-28,2012-06-06,ISS,male,white,2001-09-05,1105,162,3927,2017-05-19,2012-06-06,2012-06-06,,,,,1105,1
12538751,72941.0,162,2009-08-10,2012-01-11,ISS,female,Asian,2002-07-26,884,162,5411,2017-05-19,2017-05-19,2017-05-19,,,,,2839,4
14557937,82929.0,179,2014-12-02,2017-01-11,ISS,male,white,2006-11-17,771,179,3708,2017-05-22,2017-01-11,2017-01-11,,,,,771,1
10409017,65567.0,162,2003-04-07,2009-09-16,ISS,male,white,2000-01-03,2354,162,6283,2017-04-28,2017-03-17,2017-03-17,,,,,5093,4
12311220,88110.0,162,2009-06-11,2016-04-01,ISS,female,white,2000-01-11,2486,162,6292,2017-05-23,2017-04-03,2017-04-03,,,,,2853,10
13280391,64104.0,179,2011-10-25,2015-03-18,ABN,female,white,2011-08-02,1240,179,1871,2017-05-19,2016-09-15,2016-09-15,,,,,1787,2
11181027,94466.0,179,2005-07-14,2010-12-08,ISS,male,white,2003-01-07,1973,179,2892,2017-04-21,2010-12-08,2010-12-08,0.007042253521126761,0.0,0.13096988000106904,2892.0,1973,1
